gender,samerace,age,mn_sat,tuition,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,attr5_1,sinc5_1,intel5_1,fun5_1,match_es,lats,lons,int_corr,field_cd_1.0,field_cd_10.0,field_cd_11.0,field_cd_12.0,field_cd_13.0,field_cd_14.0,field_cd_15.0,field_cd_16.0,field_cd_17.0,field_cd_18.0,field_cd_2.0,field_cd_3.0,field_cd_4.0,field_cd_5.0,field_cd_6.0,field_cd_7.0,field_cd_8.0,field_cd_9.0,field_cd_nan,race_1.0,race_2.0,race_3.0,race_4.0,race_6.0,race_nan,race_5.0,goal_1.0,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan,date_1.0,date_2.0,date_3.0,date_4.0,date_5.0,date_6.0,date_7.0,date_nan,go_out_1.0,go_out_2.0,go_out_3.0,go_out_4.0,go_out_5.0,go_out_6.0,go_out_7.0,go_out_nan,career_c_1.0,career_c_10.0,career_c_11.0,career_c_12.0,career_c_13.0,career_c_14.0,career_c_15.0,career_c_16.0,career_c_17.0,career_c_2.0,career_c_3.0,career_c_4.0,career_c_5.0,career_c_6.0,career_c_7.0,career_c_8.0,career_c_9.0,career_c_nan,gender_o,age_o,mn_sat_o,tuition_o,imprace_o,imprelig_o,income_o,sports_o,tvsports_o,exercise_o,dining_o,museums_o,art_o,hiking_o,gaming_o,clubbing_o,reading_o,tv_o,theater_o,movies_o,concerts_o,music_o,shopping_o,yoga_o,exphappy_o,expnum_o,attr1_1_o,sinc1_1_o,intel1_1_o,fun1_1_o,shar1_1_o,attr4_1_o,sinc4_1_o,intel4_1_o,fun4_1_o,shar4_1_o,attr2_1_o,sinc2_1_o,intel2_1_o,fun2_1_o,shar2_1_o,attr3_1_o,sinc3_1_o,intel3_1_o,fun3_1_o,attr5_1_o,sinc5_1_o,intel5_1_o,fun5_1_o,match_es_o,lats_o,lons_o,field_cd_1.0_o,field_cd_10.0_o,field_cd_11.0_o,field_cd_12.0_o,field_cd_13.0_o,field_cd_14.0_o,field_cd_15.0_o,field_cd_16.0_o,field_cd_17.0_o,field_cd_18.0_o,field_cd_2.0_o,field_cd_3.0_o,field_cd_4.0_o,field_cd_5.0_o,field_cd_6.0_o,field_cd_7.0_o,field_cd_8.0_o,field_cd_9.0_o,field_cd_nan_o,race_1.0_o,race_2.0_o,race_3.0_o,race_4.0_o,race_6.0_o,race_nan_o,race_5.0_o,goal_1.0_o,goal_2.0_o,goal_3.0_o,goal_4.0_o,goal_5.0_o,goal_6.0_o,goal_nan_o,date_1.0_o,date_2.0_o,date_3.0_o,date_4.0_o,date_5.0_o,date_6.0_o,date_7.0_o,date_nan_o,go_out_1.0_o,go_out_2.0_o,go_out_3.0_o,go_out_4.0_o,go_out_5.0_o,go_out_6.0_o,go_out_7.0_o,go_out_nan_o,career_c_1.0_o,career_c_10.0_o,career_c_11.0_o,career_c_12.0_o,career_c_13.0_o,career_c_14.0_o,career_c_15.0_o,career_c_16.0_o,career_c_17.0_o,career_c_2.0_o,career_c_3.0_o,career_c_4.0_o,career_c_5.0_o,career_c_6.0_o,career_c_7.0_o,career_c_8.0_o,career_c_9.0_o,career_c_nan_o,partnerDistance,match
0,1,34.0,1300.8602409638554,21252.001402032947,5.0,7.0,38207.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,4.0,6.0,6.0,17.0,11.0,11.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,28.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.0,47.0970359125,-1.60262881875,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,32.0,1299.2247324613554,21202.225347222222,2.0,6.0,44991.57142857143,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,20.0,17.0,6.0,17.0,11.0,0.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,6.0,17.0,11.0,17.0,0.0,8.0,5.0,10.0,7.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,9.0,16.795092766666667,96.1709662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5728.221918751319,0
0,1,23.0,1300.8602409638554,21252.001402032947,2.0,4.0,44931.88022202746,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,8.251381215469614,9.0,9.0,11.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,11.0,7.0,10.0,11.0,9.0,5.0,4.0,8.0,7.0,5.0,5.0,8.0,7.0,6.0,43.6534817,-79.3839347,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,22.0,1310.0,33585.0,1.0,1.0,44991.57142857143,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.357390700902151,20.0,22.0,3.0,3.0,4.0,14.0,14.0,3.0,14.0,8.0,10.0,11.0,6.0,14.0,11.0,7.0,10.0,7.0,5.0,7.0,8.0,7.0,4.0,9.0,54.73326975,25.242304175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4334.518504692133,0
0,1,25.0,1360.0,26062.0,7.0,3.0,52586.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,5.0,8.251381215469614,9.0,14.0,12.0,9.0,9.0,12.0,9.0,12.0,9.0,9.0,14.0,9.0,9.0,11.0,9.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,7.0,0.0,40.74431994274481,-73.68186244611869,-0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,24.0,1299.2247324613554,21202.225347222222,4.0,4.0,44991.57142857143,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,6.0,8.357390700902151,10.0,9.0,10.0,10.0,9.0,15.0,9.0,9.0,9.0,9.0,14.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,5.0,16.795092766666667,96.1709662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8408.216614923458,0
0,0,25.0,1300.8602409638554,14433.0,9.0,9.0,33772.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,5.0,8.251381215469614,11.0,11.0,11.0,11.0,6.0,14.0,8.0,6.0,14.0,6.0,14.0,5.0,4.0,14.0,11.0,8.0,9.0,9.0,10.0,8.0,7.0,10.0,10.0,0.0,40.79768704370263,-73.96763496896428,-0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,24.0,1267.0,10332.0,1.0,1.0,12416.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,5.0,8.357390700902151,12.0,12.0,12.0,12.0,0.0,19.0,6.0,11.0,11.0,6.0,17.0,6.0,6.0,17.0,6.0,7.0,8.0,8.0,7.0,6.0,10.0,9.0,7.0,0.0,30.44925980813278,-84.3138308512863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.9128476144135,0
0,1,23.0,1460.0,27230.0,8.0,9.0,49642.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,7.0,8.251381215469614,11.0,11.0,11.0,8.0,11.0,16.0,5.0,5.0,16.0,5.0,16.0,3.0,8.0,16.0,11.0,8.0,10.0,9.0,8.0,8.0,10.0,10.0,8.0,5.0,44.82237715,20.4787349,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,1299.2247324613554,21202.225347222222,3.0,4.0,44991.57142857143,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,8.357390700902151,18.0,5.0,11.0,13.0,3.0,26.0,0.0,11.0,16.0,0.0,16.0,5.0,5.0,16.0,5.0,9.0,8.0,8.0,10.0,8.0,7.0,7.0,10.0,8.0,44.3956845,8.969119210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,566.4349900285213,0
0,1,26.0,1300.8602409638554,21252.001402032947,7.0,8.0,44931.88022202746,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,10.0,11.0,14.0,11.0,8.0,3.0,16.410196987253766,7.66203167246041,8.5162224797219,10.301081498648127,7.548624564122433,22.0,3.0,5.0,16.0,5.0,8.0,7.0,8.0,8.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,0.0,40.22347391358209,-74.61602917358209,0.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,28.0,1299.2247324613554,21202.225347222222,2.0,2.0,44991.57142857143,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,6.0,11.0,22.0,8.0,11.0,6.0,6.0,16.5126374686475,7.657341308122708,8.471734516689176,10.361952537140652,7.5588235294117645,16.0,8.0,11.0,8.0,5.0,8.0,9.0,8.0,8.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,10.0,41.3896184,2.20021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3876.7616912801877,0
1,1,27.0,990.0,10096.0,3.0,2.0,44931.88022202746,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,5.0,8.251381215469614,17.0,11.0,8.0,8.0,7.0,16.0,10.0,10.0,10.0,3.0,18.0,6.0,6.0,9.0,6.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,16.795092766666667,96.1709662,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,1250.0,26871.0,1.0,5.0,27503.0,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,2.0,8.357390700902151,5.0,10.0,13.0,8.0,12.0,17.0,9.0,7.0,9.0,9.0,15.0,4.0,5.0,15.0,15.0,7.0,10.0,9.0,2.0,4.0,8.0,8.0,4.0,2.0,40.744005072131145,-73.92121952093676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8410.693105840388,0
0,0,25.0,1011.0,9729.0,1.0,5.0,50501.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,8.251381215469614,9.0,11.0,11.0,11.0,9.0,9.0,9.0,10.0,10.0,9.0,11.0,9.0,9.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,3.0,21.38501957457627,-157.94163513898306,0.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,24.0,1400.0,25425.0,1.0,1.0,44991.57142857143,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,8.357390700902151,18.0,9.0,9.0,9.0,6.0,29.0,6.0,6.0,6.0,6.0,28.0,6.0,6.0,6.0,6.0,7.0,9.0,7.0,8.0,5.0,6.0,7.0,6.0,5.0,37.54415216666667,126.8294442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4544.139873874452,0
0,0,27.0,1300.8602409638554,21252.001402032947,8.0,3.0,97857.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,7.0,8.251381215469614,9.0,10.0,10.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,4.035893878966534,45.69292962862069,9.176838446551724,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,27.0,1299.2247324613554,21202.225347222222,1.0,1.0,44991.57142857143,3.0,3.0,3.0,8.0,7.0,7.0,6.0,2.0,8.0,5.0,4.0,3.0,9.0,10.0,10.0,7.0,3.0,4.0,8.357390700902151,9.0,9.0,12.0,10.0,12.0,10.0,9.0,9.0,10.0,9.0,8.0,12.0,12.0,10.0,8.0,7.0,8.0,9.0,7.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,2.0,61.0666922,-107.991707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4272.514625805256,0
1,1,27.0,1400.0,27395.0,2.0,3.0,44931.88022202746,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,6.0,8.251381215469614,11.0,7.0,10.0,10.0,12.0,14.0,6.0,9.0,11.0,9.0,12.0,9.0,9.0,9.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,52.24225008333333,20.96627408333333,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,21.0,1299.2247324613554,26377.0,9.0,8.0,45788.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,7.0,8.357390700902151,14.0,14.0,8.0,8.0,6.0,23.0,6.0,6.0,9.0,9.0,24.0,6.0,6.0,9.0,9.0,8.0,10.0,8.0,9.0,8.0,10.0,8.0,9.0,13.0,29.704896237147597,-95.4616724008292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5602.089753402959,0
0,0,23.0,1300.8602409638554,21252.001402032947,8.0,5.0,44931.88022202746,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,8.251381215469614,9.0,11.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,16.0,11.0,8.0,9.0,8.0,7.0,9.0,9.0,7.0,6.9311224489795915,7.908673469387755,8.269132653061224,7.4145408163265305,0.0,40.79768704370263,-73.96763496896428,-0.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,28.0,1299.2247324613554,21202.225347222222,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,8.357390700902151,12.0,9.0,12.0,9.0,7.0,14.0,5.0,5.0,14.0,1.0,9.0,12.0,9.0,11.0,7.0,8.0,7.0,10.0,5.0,6.933180311145116,7.912522315735782,8.286661565927059,7.444529456771232,6.0,40.768746646318206,-73.82292145082182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.830527937842309,0
0,0,22.0,1250.0,13413.0,8.0,3.0,37240.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,8.251381215469614,13.0,4.0,13.0,13.0,5.0,14.0,6.0,8.0,8.0,11.0,16.0,8.0,5.0,14.0,5.0,8.0,7.0,10.0,8.0,7.0,6.0,10.0,9.0,2.0,41.5515244,2.4398903,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,24.0,1299.2247324613554,21202.225347222222,1.0,1.0,44991.57142857143,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,8.357390700902151,11.0,11.0,13.0,13.0,3.0,11.0,11.0,14.0,14.0,3.0,11.0,11.0,14.0,14.0,3.0,8.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,5.0,40.79768704370263,-73.96763496896428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3834.08742414443,0
0,0,27.0,1300.8602409638554,8100.0,5.0,8.0,44931.88022202746,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,8.251381215469614,8.0,8.0,14.0,8.0,8.0,26.0,5.0,5.0,5.0,5.0,29.0,6.0,6.0,6.0,6.0,7.0,10.0,9.0,7.0,8.0,10.0,8.0,8.0,3.0,33.764189290594366,-117.93074979842216,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,22.0,1450.0,26100.0,1.0,1.0,55080.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,8.357390700902151,14.0,8.0,14.0,14.0,3.0,16.0,11.0,8.0,11.0,8.0,9.0,9.0,15.0,10.0,6.0,8.0,9.0,9.0,8.0,8.0,7.0,9.0,8.0,6.0,40.77016551009995,-73.95972057001578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2439.5861108815084,1
